longitude,latitude,elevation,slope_deg,aspect_sin,aspect_cos,curvature,relief_amplitude,roughness,plan_curvature,profile_curvature
91.69999999999979,21.5,0.0,0.0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.0
91.74999999999979,21.5,0.0,0.0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.0
91.79999999999978,21.5,0.0,0.0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.0
91.84999999999978,21.5,0.0,0.0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.0
91.89999999999978,21.5,2.0949175357818604,0.5599712317024114,-0.45173327372421335,-0.8921530414734935,0.0012860163568618672,1.542510986328125,0.38058025686775415,0.0008133114924012499,-0.000851399768512082
91.94999999999978,21.5,0.0,0.973448298568763,-1.0,-1.8369701987210297e-16,0.001184578002538681,1.2013503313064575,0.4436934935875932,-0.0007038692421854278,-0.0016629127283116158
91.99999999999977,21.5,0.0,,,,,,,,
92.04999999999977,21.5,2.1149232387542725,4.718329925468247,-0.04786628462257488,0.9988537524564999,0.005151007802698405,11.979533791542053,4.1569103194754495,0.00197254184623892,-0.01309021614715628
92.09999999999977,21.5,21.65469741821289,4.919238947328503,-0.17805009414740244,-0.9840214245503505,0.010042455972216011,20.1090145111084,5.430073309773389,0.0028652380936920363,-0.0067058108838358235
92.14999999999976,21.5,26.158071517944336,1.5977937515185827,0.9984406518035485,0.055823514992388,0.007167251444202735,27.414419174194336,6.594681948006368,0.007608138045396851,-0.01666892920177656
92.19999999999976,21.5,30.908607482910156,16.845781775132174,-0.7670553528395898,0.6415809268363052,-0.007144797786760767,22.72492027282715,6.961794606818704,-0.000998077864064251,0.001102607967291928
92.24999999999976,21.5,17.282743453979492,3.537492469090803,-0.8615810002428157,-0.5076201138849694,0.016178176086372318,27.593910217285156,7.44935963429201,0.005206007303792612,-0.015814321923423646
92.29999999999976,21.5,137.8923797607422,21.943321803021487,0.7053886333500116,0.7088207643266407,-0.020958920506452847,56.3880615234375,17.161079666785206,-0.007981494796461425,0.02372002279514968
92.34999999999975,21.5,291.9276123046875,21.340358147162096,-0.7515318121325104,0.6596968511011896,0.002527298981805715,69.2618408203125,18.633820788630857,-0.0013902188095034748,-0.00451297845014178
92.39999999999975,21.5,113.61192321777344,15.155425209372801,0.9999972845195001,-0.0023304406506019634,-0.01063931183619847,33.51469421386719,7.937503709010887,0.005727348610842633,0.02008227464311348
92.44999999999975,21.5,155.94859313964844,42.27723966020011,0.4337998951133593,0.9010092402409858,0.03119021533879373,90.09358978271484,29.353881202734524,0.04924834423038805,-0.019119912089047585
92.49999999999974,21.5,189.88894653320312,29.755306091440072,-0.9999474826196351,0.01024851221664424,0.016330788936219167,81.39999389648438,20.986042825854433,0.010870819127178608,-0.019048362926850488
92.54999999999974,21.5,151.3826904296875,15.415931996301873,0.054151478329217975,0.9985327322600698,-0.0021448040647130493,29.993927001953125,8.403513741079724,0.009409587781817172,-0.0012134572880991173
